index,reward,los_reward,body_rate_penalty,body_accel_penalty,steps
0,3.52825807661747,13.14363954763257,-1.4796008231806341,-10.696943533446532,103
1,-49.253483399799364,-41.58636159501095,-0.9101572046432014,-8.903094629089896,103
2,15.738456872049465,29.172301179364865,-1.8322266626134538,-14.21328672633354,138
3,85.18846325564351,103.7428245512292,-1.8760295342659596,-18.128111319214746,170
4,92.81269253478338,112.48111261303178,-1.610628451618812,-18.984852828293125,180
5,126.32301913550779,150.5535027788205,-2.1853315225181875,-22.218993238814004,203
6,220.1786840916766,251.6937871280974,-3.3504923531531463,-29.17420710248001,260
7,192.7374114565592,214.99945974442178,-1.8482907425783537,-21.27779584168708,184
8,481.0570836617543,527.6836238420659,-3.848973060239992,-42.7775671200706,355
9,280.61640857934566,309.5303191755674,-2.653209044757298,-26.559261610098005,225
10,493.0875384596971,542.2682727910435,-5.160113906756072,-44.23347563707169,366
11,507.07373187484177,555.1022438738934,-3.8447903154519727,-44.18372168359963,369
12,523.6525033244642,575.7611452676397,-5.200239606912773,-47.745211358679704,397
13,559.6935230106794,615.6582976307002,-7.205420657754266,-49.68417090491016,407
14,549.513036920619,605.171207335755,-5.872075341045756,-49.794545610501714,407
15,302.99867733216286,329.6051283132457,-2.312632271566752,-26.059230606293085,216
16,682.8896978794463,749.8030836538462,-8.453860519987343,-60.08043164281938,474
17,764.1574916876488,835.866162124901,-9.719757037299004,-62.83021324305173,490
18,803.7994949804103,873.2628906091187,-5.7181336766496305,-63.912255158244214,502
19,816.2123283194161,889.1479214858894,-7.049169058870475,-66.88696028541317,522
20,358.2880713712111,395.03667830695326,-3.159456928567185,-33.636223883371926,284
21,978.8608320357187,1067.0196297234343,-11.339646966939599,-76.85795801096442,578
22,964.3929032688942,1050.2005283331564,-10.068584790987359,-77.3151302520119,586
23,973.2476712862688,1056.5742884568078,-6.5702771840378595,-77.05003392841235,591
24,1056.5514696028574,1145.6125848096647,-9.171451707430032,-79.88966349937684,601
25,1045.3991887176,1133.9111315078092,-8.513920237458219,-81.29618719404995,612
26,239.5970073139403,267.8628545962347,-2.446938424991951,-25.818908857302574,226
27,154.61329222994326,172.43896828184526,-1.674148703007585,-17.393840451377876,154
28,182.87868644743875,204.1804821271911,-2.259431027607162,-19.69162226195272,172
29,1155.8761537104394,1252.08253488212,-8.119856374796559,-88.30577510038484,662
30,163.37120837341644,184.66343789012035,-2.71240548421306,-19.714945900082874,172
31,1216.5491496945428,1318.9097750266171,-10.686084441721274,-91.80700759572194,683
32,1279.5304259754885,1385.275090027024,-12.412542774035273,-93.33212127750382,692
33,1257.5980080299448,1360.279742516825,-9.786608188387556,-93.81887812012643,696
34,1258.4995926641004,1370.047281046996,-17.29982674024097,-95.0247324215278,706
35,1386.0301111507024,1498.2442839711312,-14.941076627744438,-97.27309619268863,709
36,1305.3157548466083,1411.1290360602225,-9.481704771710238,-96.52013526553611,716
37,161.7820928519348,186.07632287352922,-2.7366429825268908,-21.614406991724373,196
38,1118.3321099138375,1216.5229021514326,-15.570817514150448,-82.6199747234419,617
39,1430.247319085504,1543.2471521473014,-11.528246786547314,-102.30763126300779,750
40,166.06954271908734,181.82172071510334,-1.231980873278233,-16.2311121340777,142
41,1510.8731895114804,1626.5254507539516,-11.090510815996144,-105.94737931619241,772
42,1591.7477737815307,1714.6625812310929,-11.95859637953557,-111.6545228614035,815
43,642.3670487272362,699.0099152025654,-5.230559901067606,-51.41230657426084,415
44,1302.4979930079223,1404.1180554348173,-11.261343854043306,-90.3587185728529,666
45,657.7614985614235,717.9194992022911,-5.991853253517977,-54.166147387349646,436
46,174.7185831633003,196.31083917328039,-2.618913498668754,-19.765505590995236,180
47,280.84396044706494,313.39885153759855,-3.940063593516635,-28.790247813666785,243
48,234.16921105323974,257.74994056970036,-2.206900338326854,-22.851252868695095,195
49,736.4212609168604,805.4755917047248,-8.686808313821887,-60.36752247404074,472
50,1424.524736591673,1538.5975477569361,-14.97602100028358,-99.09679016498198,720
51,1210.9470957333185,1310.46871278042,-10.297631824398824,-89.22398522270475,668
52,260.685860517574,286.3091513181351,-1.9983484664688433,-23.578362410530406,210
53,270.3581208206906,301.78712462627936,-3.438732666054993,-28.11236202152358,239
54,1028.6283500339864,1113.2668202092757,-8.137974252489473,-76.5004959228,576
55,241.8353874492659,270.3562543365131,-2.1749685010688316,-26.407292817623404,231
56,1136.0953405419252,1227.1732652020373,-8.125478319627671,-82.95244634048571,621
57,130.26800157763105,152.96454950049133,-2.8583308160928222,-19.83821710676745,183
58,1299.1914999397823,1399.153526417032,-8.973533310496236,-90.98849316675482,670
59,418.5596473360207,460.32572702296926,-3.5176390724383975,-38.2484406145096,328
60,825.3645400698941,893.2669480059819,-5.148530835190563,-62.753877100895075,488
61,1470.7771020067628,1580.8779220325473,-11.369008320838335,-98.73181170494836,718
62,240.9256165835125,267.42895806174795,-3.416662599007957,-23.284021756151322,205
63,766.416041227668,833.4888636730276,-7.01978721150877,-60.05303523384977,475
64,561.6204673736913,616.0410932994487,-7.58195663392846,-46.83866929182753,383
65,731.9354780195087,797.727970518494,-7.614746674058081,-58.192987648385134,462
66,146.72134277023494,162.16207014742727,-1.963069019445845,-15.607343803436745,135
67,872.7215625108564,945.093901807684,-5.708863817391966,-66.66347547943523,521
68,1107.8334035675632,1196.4909292568125,-8.17468681049197,-80.48283887875799,608
69,133.26186288231625,156.02022318584184,-2.4136874405652358,-20.344672862960316,190
70,351.36434719175696,387.7167367079046,-3.6661281653664517,-32.686261350781116,278
71,619.674954862892,672.4118092434485,-5.455831212700522,-47.28102316785647,379
72,355.4343161106582,395.02120504799706,-4.027756345078317,-35.6063327072294,308
73,1239.3595056293602,1343.1129374217019,-13.872011085286601,-89.88142070705723,672
74,1010.6659962210779,1096.5488777253406,-9.144939598269712,-76.73794190599327,581
75,99.56240013167407,114.16602711821145,-1.5616596060596524,-14.992762492119594,132
76,80.44793336215142,92.82129754873439,-1.1195428878473372,-13.179623094688138,126
77,1539.6680544757457,1652.2428557734172,-9.994538404325999,-102.58026289334931,746
78,1142.848510331567,1232.3317076311428,-7.510705379312956,-81.97249192026341,610
79,829.0577184882845,901.1102364778769,-6.5641544739533,-65.4883635156373,513
80,196.5284220504837,216.527184656568,-1.988372132594933,-19.212130327162978,171
81,1675.3224483614672,1796.0979313172716,-10.733751745083437,-110.04173121072539,797
82,890.8290685442497,968.2817234273521,-7.917421426847974,-69.58725382092969,537
83,1319.1029319586744,1429.7802212159768,-16.587508799338604,-94.08978045796422,694
84,567.1150961002813,619.9891203463567,-5.958526748779316,-46.915497497296045,384
85,863.1772375037006,940.2797107774242,-8.699598758955299,-68.40287451476573,524
86,242.22073974844648,266.69383079290145,-1.8708595237443428,-24.05928925932479,201
87,510.5169550337549,556.6941947624867,-3.4696310957502616,-42.70760863298138,357
88,614.7956017489081,672.2805791638698,-6.08146335966001,-51.40351405530198,417
89,1365.5845576937736,1475.1480777008353,-11.32954722907155,-98.26117755290517,722
90,1035.129636990437,1124.513191067868,-11.411087319901908,-78.12929015930717,585
91,1284.1531802597708,1389.2102435121014,-12.485043353544174,-92.5720198987904,685
92,272.5585356888686,303.5056488316114,-2.254091820872364,-28.693021321870358,254
93,1058.9559353853167,1146.062952172573,-8.420341264909354,-78.68667552234797,599
94,1683.1958265221112,1817.3255522747465,-20.00737890906679,-114.12234684357146,827
95,907.6843816473175,985.8547303613774,-8.826185076083647,-69.34416363797564,534
96,1512.9907587405837,1627.9628938441313,-10.66960105736022,-104.30253404619155,758
97,1406.4342212082495,1513.9067342638261,-10.004452441714314,-97.46806061386741,715
98,1255.887928909015,1354.018347017778,-8.693602997850656,-89.43681511091211,667
99,1545.949419275224,1665.5263566289746,-11.890705053246837,-107.68984649107684,785
100,1004.6900609598772,1087.77778849277,-7.183013843741729,-75.9437928136743,576
101,305.69672265168344,341.1504593473321,-4.761566316453827,-30.692170379194632,260
102,1023.2817782626603,1108.3984561680495,-7.323886417915643,-77.79279148747402,589
103,1125.8835104295172,1215.7898370919356,-8.717549425615655,-81.18877723680177,610
104,382.15980298525176,424.766179757012,-6.639372396494658,-35.967004375265,301
105,961.937705038889,1044.5888298484429,-10.86493018266282,-71.786194626889,559
106,547.0915907319046,598.2158413308094,-6.108077488582504,-45.01617311032279,368
107,914.2591509023737,993.8480983709003,-10.200295551188683,-69.38865191733767,530
108,389.0802942083694,429.53188460489554,-4.6972422966390415,-35.7543480998869,304
